aU_z,aT_z,aL_z,ep,n_days,cls
0.2818168763067423,0.11729549818273388,0.3218823105047524,416,8,8-14
1.867124428257795,-0.8875388988530442,0.4878785706404333,417,21,15+
-0.7236465027904342,0.6329115602316246,0.5432133417820346,418,12,8-14
-0.20153011319986947,1.351895895143175,0.15439835129163493,420,17,15+
0.08479039328053589,0.13690131665598715,-0.3363247086107596,427,3,3-4
-1.0757534689768404,0.26934375700485913,-1.6745916825557479,428,3,3-4
-0.8674239057908538,1.0497224308839543,-0.4381539327769222,434,14,8-14
0.1592564838878009,0.3899800945129963,-0.6498021782914716,436,3,3-4
0.7483496630807476,0.006743364126575613,-1.4972227113000944,437,13,8-14
2.015645472765906,-1.094032207798593,-2.633672284001747,439,10,8-14
-0.2776777048969813,1.3023645009790328,-1.8753023392506867,442,8,8-14
0.7031864841329423,0.32602644503922085,0.8993478659735961,444,7,5-7
0.15298120458087572,-0.26547623307837154,0.6363239474427566,445,13,8-14
0.46535665051922437,0.1704023217289477,-0.5103040927983968,447,3,3-4
0.1360396592888835,0.545180597207725,1.6030020996622172,454,4,3-4
-0.6558336175413568,-0.3646413069187173,1.3082271664679608,455,3,3-4
-0.9062842330574199,-0.14763374656032735,-3.4232456471233768,458,4,3-4
0.4532424213375604,0.39926411336835277,0.6459496084278559,460,4,3-4
0.3613453499682937,0.2348210699711153,-0.643312653541116,461,3,3-4
-0.25264328060359775,0.4092729297881065,-0.12770748531064902,464,4,3-4
-0.20860023735921862,0.14882588651418327,0.2016061655459212,465,7,5-7
1.1137214184597237,-0.4035769070464734,-1.1198920300392037,469,3,3-4
-1.337050935050198,1.059333030603697,0.06797203435105681,470,3,3-4
-1.7805327633949526,0.10350975955831043,0.8590870004040669,479,5,5-7
1.009199947004856,0.9303504962041391,0.3926451876971107,483,8,8-14
-1.929506890597192,0.11908419660901015,1.0995992666625511,490,4,3-4
1.3750115311928663,0.23713177684197828,0.058004395196769476,491,3,3-4
-0.24716132884934602,-0.22555742798345468,1.5101908701027749,494,9,8-14
-1.2009740057122835,-0.32373637384720483,0.667387194430635,496,11,8-14
-1.012158426451916,1.4070401164044979,0.7792425650489866,497,20,15+
-0.2805079434444422,-0.011764478250457983,0.4362101998804454,499,4,3-4
0.058588449717413504,-0.14852083222506388,0.5086465961181302,500,8,8-14
1.5293979088443845,-0.3684554528874191,0.9812398215755582,501,3,3-4
-0.14400900454914664,-0.13499775745031342,0.5194954383672338,504,4,3-4
0.6828406761349213,0.10204485372334338,-0.36879560929678107,505,3,3-4
0.2822619203500859,-1.1112670994129128,-1.6594147522604359,507,3,3-4
1.7324472315164539,-1.4486035101385033,1.2162187141458043,508,11,8-14
0.7256555626320584,0.22661164360145702,-0.5810214291769312,509,4,3-4
-0.7030502056048102,-0.6354055466278975,-0.7116909859388348,510,7,5-7
0.016703578739601932,-0.0831245352691885,-0.7870276372305809,512,8,8-14
-1.2521029168376299,-0.17868257523870357,-1.488722895943979,513,10,8-14
