site_id,lat,lon,n_summers,n_days,n_ep,med_dur,max_dur,ep_days,ep_per_summer,frac_days
453030122560101,45.5081944,-122.9335,15,2721,1.0,7.0,7.0,7.0,0.06666666666666667,0.25725836089672915
453040123065201,45.510878,-123.115666,15,2726,0.0,,,0.0,0.0,0.0
5054000,46.861111,-96.783333,15,2633,0.0,,,0.0,0.0,0.0
5082500,47.926944,-97.028889,15,2553,0.0,,,0.0,0.0,0.0
5406457,43.1097222,-89.6408333,12,2156,0.0,,,0.0,0.0,0.0
5435943,42.97694444,-89.5394444,15,2719,3.0,2.0,11.0,14.0,0.2,0.5148951820522251
5435950,42.94916667,-89.5441667,15,2688,0.0,,,0.0,0.0,0.0
5515500,41.38963889,-86.7061667,11,1985,0.0,,,0.0,0.0,0.0
5517500,41.22001988,-86.96832769,8,1388,0.0,,,0.0,0.0,0.0
5518000,41.1828134,-87.3403096,9,1648,0.0,,,0.0,0.0,0.0
5524500,40.8705788,-87.3066723,10,1711,0.0,,,0.0,0.0,0.0
5538020,41.5,-88.1069444,9,1564,0.0,,,0.0,0.0,0.0
5543010,41.29988889,-88.6141944,11,1946,0.0,,,0.0,0.0,0.0
6711565,39.66497989,-105.00418085,15,2627,3.0,2.0,4.0,7.0,0.2,0.2664636467453369
6796500,41.32,-96.403889,9,1358,0.0,,,0.0,0.0,0.0
6800500,41.293333,-96.283889,15,2438,3.0,1.0,4.0,6.0,0.2,0.2461033634126333
6805000,41.051667,-96.338611,14,2303,21.0,1.0,2.0,27.0,1.5,1.1723838471558836
6805500,41.014978,-96.1575,15,2392,2.0,1.5,2.0,3.0,0.13333333333333333,0.1254180602006689
6818000,39.75325,-94.8568333,15,2706,0.0,,,0.0,0.0,0.0
6887500,39.19833014,-96.3055532,10,1771,0.0,,,0.0,0.0,0.0
6892350,38.9833375,-94.9646893,8,1436,0.0,,,0.0,0.0,0.0
6892518,39.0461111,-94.7894444,8,1449,1.0,3.0,3.0,3.0,0.125,0.2070393374741201
6893820,39.0173611,-94.3872778,15,2720,2.0,1.0,1.0,2.0,0.13333333333333333,0.07352941176470588
6894000,39.1005609,-94.3005038,15,2727,0.0,,,0.0,0.0,0.0
6934500,38.70980556,-91.4385,15,2579,0.0,,,0.0,0.0,0.0
7020850,37.30188889,-89.518,9,1521,0.0,,,0.0,0.0,0.0
7048600,36.07305556,-94.0811111,9,1582,1.0,1.0,1.0,1.0,0.1111111111111111,0.0632111251580278
7049691,36.4208333,-93.8472222,12,1845,5.0,4.0,20.0,34.0,0.4166666666666667,1.8428184281842819
7053450,36.5950631,-93.3090721,11,1773,75.0,2.0,34.0,483.0,6.818181818181818,27.2419627749577
7054501,36.365,-92.575,14,2198,0.0,,,0.0,0.0,0.0
7054527,36.3436111,-92.5741667,15,2369,1.0,1.0,1.0,1.0,0.06666666666666667,0.04221190375685943
7060000,36.24923449,-92.2384887,13,2070,18.0,1.0,9.0,44.0,1.3846153846153846,2.1256038647342996
7061270,37.55255556,-90.8424444,15,2650,1.0,4.0,4.0,4.0,0.06666666666666667,0.1509433962264151
7061290,37.4936111,-90.8383333,14,2522,8.0,2.5,34.0,73.0,0.5714285714285714,2.894528152260111
7075270,35.5697222,-92.6219444,12,2102,5.0,2.0,5.0,13.0,0.4166666666666667,0.6184586108468125
7076000,35.5172222,-91.9972222,15,2481,2.0,1.0,1.0,2.0,0.13333333333333333,0.08061265618702136
7109500,38.248056,-104.398611,15,2570,1.0,1.0,1.0,1.0,0.06666666666666667,0.038910505836575876
7143672,38.02853056,-97.5405417,12,2107,7.0,2.0,5.0,16.0,0.5833333333333334,0.7593735168485999
7144100,37.88306739,-97.4244864,14,2553,6.0,1.5,5.0,13.0,0.42857142857142855,0.509204857030944
7144780,37.8621972,-98.0137806,14,2381,0.0,,,0.0,0.0,0.0
7164500,36.14064807,-96.0063866,9,1489,0.0,,,0.0,0.0,0.0
7177500,36.27842534,-95.954162,14,2465,0.0,,,0.0,0.0,0.0
7178200,36.2231514,-95.8194322,12,2038,0.0,,,0.0,0.0,0.0
71912213,36.32256869,-94.6852334,12,2188,0.0,,,0.0,0.0,0.0
7191222,36.35535924,-94.7763388,10,1732,0.0,,,0.0,0.0,0.0
7198000,35.5731511,-95.0688458,11,1913,9.0,2.0,37.0,61.0,0.8181818181818182,3.1887088342916883
7263296,34.87888889,-92.6855556,15,2731,65.0,1.0,17.0,165.0,4.333333333333333,6.041742951299891
72632966,34.87527778,-92.6538889,15,2664,43.0,2.0,5.0,75.0,2.8666666666666667,2.815315315315315
7332622,33.74416667,-95.9611111,10,1670,6.0,3.5,5.0,19.0,0.6,1.1377245508982037
8049500,32.7625,-96.9944444,12,2145,1.0,1.0,1.0,1.0,0.08333333333333333,0.046620046620046623
8052700,33.28344977,-96.8927805,12,2046,43.0,1.0,21.0,162.0,3.5833333333333335,7.9178885630498534
8052745,33.219298,-96.8919565,14,2358,14.0,1.5,17.0,41.0,1.0,1.7387616624257847
8062500,32.42652988,-96.4630415,12,2066,0.0,,,0.0,0.0,0.0
8065350,31.33851319,-95.6563407,11,1727,4.0,1.0,2.0,5.0,0.36363636363636365,0.2895193977996526
8067074,29.80674444,-95.0323972,9,1612,2.0,3.5,5.0,7.0,0.2222222222222222,0.43424317617866004
8068000,30.24465738,-95.4571616,11,1943,3.0,2.0,3.0,7.0,0.2727272727272727,0.3602676273803397
8068500,30.11049517,-95.4363275,14,2501,3.0,2.0,3.0,6.0,0.21428571428571427,0.23990403838464613
8069500,30.02716385,-95.2579888,15,2626,59.0,1.0,13.0,126.0,3.933333333333333,4.798172124904799
8070200,30.14523056,-95.1246139,14,2502,18.0,1.0,2.0,22.0,1.2857142857142858,0.8792965627498002
8180850,29.24685278,-98.5487944,9,1623,0.0,,,0.0,0.0,0.0
8181800,29.2221853,-98.3558463,15,2692,9.0,1.0,3.0,14.0,0.6,0.5200594353640416
8188060,28.84869444,-97.7371389,11,1958,1.0,2.0,2.0,2.0,0.09090909090909091,0.10214504596527069
8211200,27.93779594,-97.7758308,15,2732,0.0,,,0.0,0.0,0.0
8375300,29.185833,-102.975,8,1290,36.0,1.5,6.0,76.0,4.5,5.891472868217054
9041400,40.108611,-106.413333,15,2725,0.0,,,0.0,0.0,0.0
9406000,37.2041494,-113.1807789,15,2706,1.0,1.0,1.0,1.0,0.06666666666666667,0.03695491500369549
